word,category
pormenor,positive
pormenorizado,positive
portable,positive
portavoz,positive
posible,positive
positivista,positive
positivo,positive
positivos,positive
posmodernismo,positive
postoperatorio,positive
postor,positive
postratamiento,positive
potenciar,positive
potente,positive
pozo,positive
practicable,positive
practicante,positive
practicar,positive
practicidad,positive
pragmática,positive
pragmático,positive
pragmatismo,positive
precavido,positive
preciarse,positive
precinto,positive
preciosura,positive
precipitante,positive
precisamente,positive
precocinado,positive
precognición,positive
preconcertado,positive
preconizar,positive
precoz,positive
predecible,positive
predestinado,positive
predigerido,positive
predilecto,positive
prednisolona,positive
predominancia,positive
predominar,positive
preeminencia,positive
preestreno,positive
prefabricado,positive
preferencia,positive
preferencias,positive
preferente,positive
preferible,positive
preferiblemente,positive
preferido,positive
prefiere,positive
prefiriendo,positive
preguerra,positive
preguntar,positive
preguntarse,positive
preliterario,positive
prematrimonial,positive
premiado,positive
premiar,positive
premier,positive
premios,positive
prenatal,positive
prenda,positive
prendas,positive
prensil,positive
preordenar,positive
preponderante,positive
prerrogativa,positive
prescindencia,positive
presentar,positive
preservable,positive
preservado,positive
prestación,positive
prestaciones,positive
prestar,positive
prestarse,positive
presteza,positive
prestigioso,positive
presumible,positive
presumir,positive
presunto,positive
prevenible,positive
preventiva,positive
previsible,positive
previsor,positive
primera,positive
primerísima,positive
primero,positive
primeros,positive
primor,positive
primos,positive
principios,positive
priora,positive
privilegiar,positive
privilegio,positive
probabilidad,positive
probable,positive
probado,positive
procedencia,positive
procesado,positive
proclamado,positive
procrastinar,positive
procreación,positive
procreador,positive
prodigiosamente,positive
prodigiosidad,positive
producir,positive
productiva,positive
profecía,positive
profesionalidad,positive
profesionalismo,positive
proficiente,positive
profundamente,positive
profundidades,positive
profundizable,positive
profundo,positive
profusamente,positive
programa,positive
progresar,positive
progresismo,positive
progresista,positive
progresividad,positive
progresos,positive
progressive,positive
proliferación,positive
proliferar,positive
prolífero,positive
prolijo,positive
prolongada,positive
prolongado,positive
promesas,positive
prometedora,positive
prometer,positive
prometerse,positive
prominente,positive
promotor,positive
promover,positive
promulgado,positive
pronación,positive
pronto,positive
pronunciable,positive
propensión,positive
propiciación,positive
propiciador,positive
propiciar,positive
propiciatoriedad,positive
propietario,positive
propiocepción,positive
proponer,positive
proporcionable,positive
propósito,positive
propuesta,positive
propulsión,positive
pros,positive
proselitismo,positive
prospectar,positive
prospera,positive
prosperando,positive
próstilo,positive
protanopía,positive
protección,positive
proteccionista,positive
protectoramente,positive
protectoras,positive
protectores,positive
protegerse,positive
protegido,positive
proteico,positive
protogeométrico,positive
prototipo,positive
protuberancia,positive
provecho,positive
provechoso,positive
proveer,positive
proverbio,positive
providencia,positive
providencial,positive
provisto,positive
proxémica,positive
prudencial,positive
prudentemente,positive
prueba,positive
pruebas,positive
pseudohermafrodita,positive
psicoactivo,positive
psicoterapéutico,positive
publica,positive
pública,positive
publicitaria,positive
pudiente,positive
pueblerino,positive
puercos,positive
puertaventana,positive
puerto,positive
puertos,positive
pues,positive
pujante,positive
pujanza,positive
pulidez,positive
pulimento,positive
pulimiento,positive
pulir,positive
pulsera,positive
pulverulento,positive
pum,positive
punta,positive
punteado,positive
puntería,positive
puntiagudo,positive
puntilloso,positive
punto,positive
puntos,positive
pura,positive
purificado,positive
puritano,positive
puro,positive
púrpura,positive
purulento,positive
putativo,positive
quedar,positive
quedarse,positive
querer,positive
querúbico,positive
querubín,positive
quieto,positive
quinceañero,positive
quitapiedras,positive
racemoso,positive
racimado,positive
ración,positive
racionalidad,positive
racionalista,positive
racionalización,positive
radiactivo,positive
radiador,positive
radioterapia,positive
ragtime,positive
ramoso,positive
rancho,positive
rápidamente,positive
rascuñado,positive
rasguear,positive
rasgueo,positive
rasguñado,positive
raspado,positive
rastafarianismo,positive
ratificación,positive
ratificado,positive
ratificar,positive
ratones,positive
raudo,positive
raza,positive
razonabilidad,positive
razonable,positive
razonablemente,positive
razonada,positive
razonado,positive
razonamiento,positive
razonar,positive
reacción,positive
reactivado,positive
readmisión,positive
ready,positive
reafirmación,positive
reajustarse,positive
realce,positive
realidad,positive
realista,positive
realizable,positive
realización,positive
realizado,positive
realzado,positive
realzar,positive
reanimado,positive
reargumentar,positive
reavivado,positive
rebasar,positive
reblandecerse,positive
rebosante,positive
recabar,positive
recablear,positive
recalentado,positive
recauchutar,positive
recaudo,positive
recepcionar,positive
receptivo,positive
rechino,positive
rechonchez,positive
recibir,positive
reciclable,positive
reciente,positive
recio,positive
recíproco,positive
reclamar,positive
recluido,positive
reclutamiento,positive
recogimiento,positive
recolección,positive
recomendación,positive
recomendaciones,positive
recomendado,positive
recompensado,positive
recompensar,positive
recomponerse,positive
reconciliable,positive
reconciliador,positive
reconfortante,positive
reconfortar,positive
reconocido,positive
reconocimientos,positive
reconstituyente,positive
reconstructor,positive
recortado,positive
recrear,positive
recrearse,positive
recreativas,positive
rectificable,positive
rectificación,positive
rectitud,positive
recto,positive
rector,positive
recubierto,positive
recuperable,positive
recuperativo,positive
recurrente,positive
recursiva,positive
recurso,positive
recusable,positive
redefinir,positive
redentor,positive
redimible,positive
redimir,positive
redistribuir,positive
redomado,positive
reducible,positive
reductible,positive
reductor,positive
reemplazable,positive
reencarnado,positive
reencauchar,positive
reencuadernar,positive
reensamblar,positive
reestructuración,positive
reestructurado,positive
reestructurar,positive
refacción,positive
referencia,positive
referendo,positive
referéndum,positive
refinado,positive
reflectante,positive
reflexología,positive
refocilar,positive
reformable,positive
reformación,positive
reformado,positive
reformar,positive
reformas,positive
reformatorio,positive
reformismo,positive
reformista,positive
reforzado,positive
refractivo,positive
refrán,positive
refrendación,positive
refrendada,positive
refrendar,positive
refrescar,positive
refringente,positive
refulgente,positive
regalado,positive
regalarse,positive
regalonear,positive
regenerado,positive
regenerador,positive
regenerar,positive
regenerarse,positive
régimen,positive
regio,positive
registrar,positive
reglamentario,positive
reglar,positive
regocijadamente,positive
regocijado,positive
regocijador,positive
regocijar,positive
regocijarse,positive
regodear,positive
regodearse,positive
regulable,positive
regulado,positive
regularizar,positive
regularizarse,positive
rehabilitador,positive
reharmonización,positive
reidor,positive
reinante,positive
reincidente,positive
reintegrado,positive
reír,positive
reiterativo,positive
relación,positive
relacionado,positive
relacionarse,positive
relaciones,positive
relajado,positive
relajante,positive
relajarse,positive
relamer,positive
relativa,positive
relevar,positive
relieve,positive
religiosa,positive
religioso,positive
relinchar,positive
relinquir,positive
reloj,positive
relojería,positive
reluciente,positive
relucir,positive
relumbrante,positive
relumbrar,positive
remanente,positive
rematadora,positive
rematar,positive
remediable,positive
remediar,positive
rememorar,positive
remilgado,positive
reminiscencia,positive
reminiscente,positive
remirado,positive
remolcador,positive
remota,positive
remunerado,positive
remunerar,positive
remunerativo,positive
renacentista,positive
renaciente,positive
renacimiento,positive
rendido,positive
renovable,positive
renovado,positive
rentabilidad,positive
rentable,positive
rentar,positive
reparable,positive
reparar,positive
repartimiento,positive
reparto,positive
repensar,positive
repente,positive
repetible,positive
repetido,positive
repique,positive
replantearse,positive
replegable,positive
reponerse,positive
reposabrazos,positive
representable,positive
representación,positive
representante,positive
reproducir,positive
reproductor,positive
reps,positive
repuesto,positive
repujado,positive
reputar,positive
requerido,positive
requisición,positive
res,positive
rescatable,positive
rescindible,positive
reservable,positive
resguardado,positive
residual,positive
resinoso,positive
resituado,positive
resoluble,positive
resolución,positive
resolver,positive
resonante,positive
respalda,positive
respaldado,positive
respaldar,positive
respaldo,positive
respetado,positive
respetar,positive
respetos,positive
respetuosamente,positive
respingón,positive
resplandecer,positive
respuesta,positive
restablecer,positive
restablecido,positive
restallido,positive
restaurado,positive
resuelto,positive
resumidamente,positive
retenido,positive
retentivo,positive
retocar,positive
retozo,positive
retráctil,positive
retratado,positive
retribuido,positive
retroactivo,positive
retrotaer,positive
retumbante,positive
reutilizable,positive
revalidar,positive
revelación,positive
revelado,positive
revelador,positive
reverberante,positive
reverdecer,positive
reverdecimiento,positive
reverente,positive
reversibilidad,positive
reversible,positive
revertido,positive
revisado,positive
revista,positive
revitalizado,positive
revitalizar,positive
revival,positive
revive,positive
revivificar,positive
revivir,positive
revocable,positive
revolucionado,positive
revolucionar,positive
revolucionaria,positive
riada,positive
ribavirina,positive
ricamente,positive
rico,positive
ricura,positive
rifar,positive
rigoroso,positive
rimado,positive
rinoplastia,positive
risueño,positive
rítmica,positive
rito,positive
ritual,positive
ritualista,positive
robustez,positive
rogativa,positive
rojizo,positive
